onet_soc_code,occupation_title,stem_occupation_types,job_zone,bright_outlook,task_id,task,task_category,importance,task_rank_in_occupation,dwa_id,dwa_title,iwa_id,iwa_title,gwa_id,gwa_title
17-2041.00,Chemical Engineers,"Research, Development, Design, and Practitioners",4,0,3555,"Direct activities of workers who operate or are engaged in constructing and improving absorption, evaporation, or electromagnetic equipment.",Core,52.0,14,4.A.4.b.4.j.24,Direct industrial production activities.,4.A.4.b.4.j,"Direct organizational operations, activities, or procedures.",4.A.4.b.4,"Guiding, Directing, and Motivating Subordinates"
17-2041.00,Chemical Engineers,"Research, Development, Design, and Practitioners",4,0,1001510,Adapt processes to convert from small-scale laboratory operations to large-scale commercial production.,New,,15,,,,,,
17-2041.00,Chemical Engineers,"Research, Development, Design, and Practitioners",4,0,1001509,Develop process flow diagrams or pipe and instrumentation diagrams.,New,,16,,,,,,
17-2051.00,Civil Engineers,"Research, Development, Design, and Practitioners",4,1,19610,"Direct engineering activities, ensuring compliance with environmental, safety, or other governmental regulations.",Core,81.0,1,4.A.4.b.1.g.2,Coordinate safety or regulatory compliance activities.,4.A.4.b.1.g,Coordinate regulatory compliance activities.,4.A.4.b.1,Coordinating the Work and Activities of Others
17-2051.00,Civil Engineers,"Research, Development, Design, and Practitioners",4,1,153,"Test soils or materials to determine the adequacy and strength of foundations, concrete, asphalt, or steel.",Supplemental,80.0,12,4.A.1.b.2.c.4,Test characteristics of materials or structures.,4.A.1.b.2.c,Test characteristics of materials or products.,4.A.1.b.2,"Inspecting Equipment, Structures, or Materials"
17-2051.00,Civil Engineers,"Research, Development, Design, and Practitioners",4,1,148,Inspect project sites to monitor progress and ensure conformance to design specifications and safety or sanitation standards.,Core,75.0,3,4.A.1.b.2.e.12,Inspect facilities or sites to determine if they meet specifications or standards.,4.A.1.b.2.e,Inspect facilities or equipment.,4.A.1.b.2,"Inspecting Equipment, Structures, or Materials"
17-2051.00,Civil Engineers,"Research, Development, Design, and Practitioners",4,1,20490,"Manage and direct the construction, operations, or maintenance activities at project site.",Core,75.0,2,4.A.4.b.4.i.3,Direct construction activities.,4.A.4.b.4.i,Direct construction or extraction activities.,4.A.4.b.4,"Guiding, Directing, and Motivating Subordinates"
17-2051.00,Civil Engineers,"Research, Development, Design, and Practitioners",4,1,147,"Compute load and grade requirements, water flow rates, or material stress factors to determine design specifications.",Core,73.0,4,4.A.2.b.1.h.1,Estimate technical or resource requirements for development or production projects.,4.A.2.b.1.h,Determine resource needs of projects or operations.,4.A.2.b.1,Making Decisions and Solving Problems
17-2051.00,Civil Engineers,"Research, Development, Design, and Practitioners",4,1,20491,"Plan and design transportation or hydraulic systems or structures, using computer-assisted design or drawing tools.",Core,72.0,5,4.A.2.b.2.o.3,Create graphical representations of civil structures.,4.A.2.b.2.o,Create visual designs or displays.,4.A.2.b.2,Thinking Creatively
17-2051.00,Civil Engineers,"Research, Development, Design, and Practitioners",4,1,20489,"Provide technical advice to industrial or managerial personnel regarding design, construction, program modifications, or structural repairs.",Core,68.0,6,4.A.4.b.6.e.9,"Recommend technical design or process changes to improve efficiency, quality, or performance.",4.A.4.b.6.e,Advise others on business or operational matters.,4.A.4.b.6,Providing Consultation and Advice to Others
17-2051.00,Civil Engineers,"Research, Development, Design, and Practitioners",4,1,20492,"Analyze survey reports, maps, drawings, blueprints, aerial photography, or other topographical or geologic data.",Core,67.0,7,4.A.2.a.4.e.1,Evaluate technical data to determine effect on designs or plans.,4.A.2.a.4.e,"Evaluate designs, specifications, or other technical data.",4.A.2.a.4,Analyzing Data or Information
17-2051.00,Civil Engineers,"Research, Development, Design, and Practitioners",4,1,150,"Direct or participate in surveying to lay out installations or establish reference points, grades, or elevations to guide construction.",Core,67.0,8,4.A.1.b.3.d.4,Survey land or bodies of water to measure or determine features.,4.A.1.b.3.d,Assess characteristics of land or property.,4.A.1.b.3,"Estimating the Quantifiable Characteristics of Products, Events, or Information"
17-2051.00,Civil Engineers,"Research, Development, Design, and Practitioners",4,1,151,"Estimate quantities and cost of materials, equipment, or labor to determine project feasibility.",Core,64.0,9,4.A.1.b.3.b.4,Estimate operational costs.,4.A.1.b.3.b,Estimate project development or operational costs.,4.A.1.b.3,"Estimating the Quantifiable Characteristics of Products, Events, or Information"
17-2051.00,Civil Engineers,"Research, Development, Design, and Practitioners",4,1,19611,Identify environmental risks and develop risk management strategies for civil engineering projects.,Supplemental,64.0,13,4.A.1.a.1.j.3,Investigate the environmental impact of projects.,4.A.1.a.1.j,Investigate the environmental impact of industrial or development activities.,4.A.1.a.1,Getting Information
17-2051.00,Civil Engineers,"Research, Development, Design, and Practitioners",4,1,19611,Identify environmental risks and develop risk management strategies for civil engineering projects.,Supplemental,64.0,13,4.A.3.b.2.f.14,Develop technical methods or processes.,4.A.3.b.2.f,Develop operational or technical procedures or standards.,4.A.3.b.2,"Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment"
17-2051.00,Civil Engineers,"Research, Development, Design, and Practitioners",4,1,152,"Prepare or present public reports on topics such as bid proposals, deeds, environmental impact statements, or property and right-of-way descriptions.",Core,63.0,10,4.A.3.b.6.g.3,Prepare proposal documents.,4.A.3.b.6.g,Prepare proposals or grant applications.,4.A.3.b.6,Documenting/Recording Information
17-2051.00,Civil Engineers,"Research, Development, Design, and Practitioners",4,1,152,"Prepare or present public reports on topics such as bid proposals, deeds, environmental impact statements, or property and right-of-way descriptions.",Core,63.0,10,4.A.4.a.3.b.6,Explain project details to the general public.,4.A.4.a.3.b,Provide information or assistance to the public.,4.A.4.a.3,Communicating with People Outside the Organization
17-2051.00,Civil Engineers,"Research, Development, Design, and Practitioners",4,1,155,Conduct studies of traffic patterns or environmental conditions to identify engineering problems and assess potential project impact.,Supplemental,52.0,14,4.A.1.a.1.j.3,Investigate the environmental impact of projects.,4.A.1.a.1.j,Investigate the environmental impact of industrial or development activities.,4.A.1.a.1,Getting Information
17-2051.00,Civil Engineers,"Research, Development, Design, and Practitioners",4,1,19607,Design energy-efficient or environmentally sound civil structures.,Core,50.0,11,4.A.3.b.2.b.2,Incorporate green features into the design of structures or facilities.,4.A.3.b.2.b,Design structures or facilities.,4.A.3.b.2,"Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment"
17-2051.00,Civil Engineers,"Research, Development, Design, and Practitioners",4,1,19609,Develop or implement engineering solutions to clean up industrial accidents or other contaminated sites.,Supplemental,47.0,15,4.A.2.b.1.i.6,Implement design or process improvements.,4.A.2.b.1.i,Implement procedures or processes.,4.A.2.b.1,Making Decisions and Solving Problems
17-2051.00,Civil Engineers,"Research, Development, Design, and Practitioners",4,1,19609,Develop or implement engineering solutions to clean up industrial accidents or other contaminated sites.,Supplemental,47.0,15,4.A.3.b.2.f.14,Develop technical methods or processes.,4.A.3.b.2.f,Develop operational or technical procedures or standards.,4.A.3.b.2,"Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment"
17-2051.00,Civil Engineers,"Research, Development, Design, and Practitioners",4,1,19608,"Design or engineer systems to efficiently dispose of chemical, biological, or other toxic wastes.",Supplemental,39.0,16,4.A.2.b.2.m.7,Design systems to reduce harmful emissions.,4.A.2.b.2.m,Develop systems or practices to mitigate or resolve environmental problems.,4.A.2.b.2,Thinking Creatively
17-2051.00,Civil Engineers,"Research, Development, Design, and Practitioners",4,1,1001452,"Use drone technology for site surveying, inspection, and monitoring of infrastructure projects.",New,,17,,,,,,
17-2051.01,Transportation Engineers,"Research, Development, Design, and Practitioners",4,1,16323,"Design or prepare plans for new transportation systems or parts of systems, such as airports, commuter trains, highways, streets, bridges, drainage structures, or roadway lighting.",Core,89.0,1,4.A.3.b.2.b.3,Design civil structures or systems.,4.A.3.b.2.b,Design structures or facilities.,4.A.3.b.2,"Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment"
17-2051.01,Transportation Engineers,"Research, Development, Design, and Practitioners",4,1,16320,"Check construction plans, design calculations, or cost estimations to ensure completeness, accuracy, or conformity to engineering standards or practices.",Core,81.0,2,4.A.2.a.4.e.3,Evaluate designs or specifications to ensure quality.,4.A.2.a.4.e,"Evaluate designs, specifications, or other technical data.",4.A.2.a.4,Analyzing Data or Information
17-2051.01,Transportation Engineers,"Research, Development, Design, and Practitioners",4,1,16305,"Prepare administrative, technical, or statistical reports on traffic-operation matters, such as accidents, safety measures, or pedestrian volume or practices.",Core,78.0,3,4.A.3.b.6.c.8,Prepare technical or operational reports.,4.A.3.b.6.c,Present research or technical information.,4.A.3.b.6,Documenting/Recording Information
17-2051.01,Transportation Engineers,"Research, Development, Design, and Practitioners",4,1,16311,Plan alteration or modification of existing transportation structures to improve safety or function.,Core,77.0,4,4.A.2.b.6.b.7,Prepare detailed work plans.,4.A.2.b.6.b,Plan work activities.,4.A.2.b.6,"Organizing, Planning, and Prioritizing Work"
17-2051.01,Transportation Engineers,"Research, Development, Design, and Practitioners",4,1,16319,"Confer with contractors, utility companies, or government agencies to discuss plans, specifications, or work schedules.",Core,75.0,5,4.A.4.a.2.h.3,Confer with technical personnel to prepare designs or operational plans.,4.A.4.a.2.h,Communicate with others about specifications or project details.,4.A.4.a.2,"Communicating with Supervisors, Peers, or Subordinates"
17-2051.01,Transportation Engineers,"Research, Development, Design, and Practitioners",4,1,16303,"Present data, maps, or other information at construction-related public hearings or meetings.",Core,75.0,6,4.A.4.a.3.b.6,Explain project details to the general public.,4.A.4.a.3.b,Provide information or assistance to the public.,4.A.4.a.3,Communicating with People Outside the Organization
17-2051.01,Transportation Engineers,"Research, Development, Design, and Practitioners",4,1,16310,Prepare final project layout drawings that include details such as stress calculations.,Core,74.0,7,4.A.2.b.2.o.3,Create graphical representations of civil structures.,4.A.2.b.2.o,Create visual designs or displays.,4.A.2.b.2,Thinking Creatively
