onet_soc_code,occupation_title,task_id,task,task_category,importance,n_subtasks_scored,automation_feasibility_today,llm_exposure,physical_embodiment_required,interpersonal_demand,judgment_under_uncertainty,accountability_requirement,error_cost,dominant_verdict
15-2041.01,Biostatisticians,16259,Design or maintain databases of biological data.,Core,68.0,1,62.0,88.0,3.0,15.0,25.0,25.0,35.0,largely_automatable
15-2041.01,Biostatisticians,16260,Collect data through surveys or experimentation.,Core,65.0,2,50.0,70.0,25.0,57.5,42.5,25.0,25.0,augmentable
15-2041.01,Biostatisticians,16261,"Analyze archival data, such as birth, death, and disease records.",Core,61.0,1,40.0,82.0,5.0,15.0,60.0,70.0,65.0,augmentable
15-2041.01,Biostatisticians,16262,Review clinical or other medical research protocols and recommend appropriate statistical analyses.,Core,80.0,1,45.0,90.0,2.0,15.0,65.0,40.0,45.0,augmentable
15-2041.01,Biostatisticians,16263,Provide biostatistical consultation to clients or colleagues.,Core,81.0,1,55.0,90.0,15.0,45.0,40.0,25.0,30.0,largely_automatable
15-2041.01,Biostatisticians,16264,Apply research or simulation results to extend biological theory or recommend new research projects.,Core,65.0,1,50.0,86.0,5.0,12.0,55.0,45.0,50.0,augmentable
15-2041.01,Biostatisticians,16265,"Analyze clinical or survey data, using statistical approaches such as longitudinal analysis, mixed-effect modeling, logistic regression analyses, and model-building techniques.",Core,85.0,1,40.0,82.0,5.0,15.0,60.0,70.0,65.0,augmentable
15-2051.00,Data Scientists,21823,"Analyze, manipulate, or process large sets of data using statistical software.",Core,83.0,1,50.0,88.0,3.0,25.0,58.0,40.0,42.0,augmentable
15-2051.00,Data Scientists,21824,"Apply feature selection algorithms to models predicting outcomes of interest, such as sales, attrition, and healthcare use.",Core,69.0,1,52.0,85.0,3.0,18.0,55.0,50.0,50.0,augmentable
15-2051.00,Data Scientists,21825,Apply sampling techniques to determine groups to be surveyed or use complete enumeration methods.,Core,50.0,1,45.0,90.0,2.0,15.0,65.0,40.0,45.0,augmentable
15-2051.00,Data Scientists,21826,Clean and manipulate raw data using statistical software.,Core,76.0,1,58.0,90.0,3.0,10.0,40.0,30.0,40.0,augmentable
15-2051.00,Data Scientists,21827,"Compare models using statistical performance metrics, such as loss functions or proportion of explained variance.",Core,76.0,1,50.0,86.0,5.0,12.0,55.0,45.0,50.0,augmentable
15-2051.00,Data Scientists,21828,"Create graphs, charts, or other visualizations to convey the results of data analysis using specialized software.",Core,83.0,2,57.5,88.5,3.5,12.5,40.0,35.0,30.0,largely_automatable
15-2051.00,Data Scientists,21829,Deliver oral or written presentations of the results of mathematical modeling and data analysis to management or other end users.,Core,80.0,1,12.0,60.0,25.0,75.0,45.0,55.0,35.0,human_anchored
15-2051.00,Data Scientists,21830,"Design surveys, opinion polls, or other instruments to collect data.",Supplemental,49.0,1,25.0,80.0,5.0,48.0,62.0,58.0,45.0,augmentable
15-2051.00,Data Scientists,21831,Identify business problems or management objectives that can be addressed through data analysis.,Core,78.0,1,35.0,70.0,20.0,25.0,50.0,35.0,35.0,augmentable
15-2051.00,Data Scientists,21832,Identify relationships and trends or any factors that could affect the results of research.,Core,67.0,1,65.0,92.0,3.0,10.0,48.0,30.0,35.0,largely_automatable
15-2051.00,Data Scientists,21833,"Identify solutions to business problems, such as budgeting, staffing, and marketing decisions, using the results of data analysis.",Core,73.0,1,48.0,85.0,10.0,25.0,62.0,40.0,45.0,augmentable
15-2051.00,Data Scientists,21834,"Propose solutions in engineering, the sciences, and other fields using mathematical theories and techniques.",Core,51.0,1,50.0,86.0,5.0,12.0,55.0,45.0,50.0,augmentable
15-2051.00,Data Scientists,21835,"Read scientific articles, conference papers, or other sources of research to identify emerging analytic trends and technologies.",Core,60.0,1,30.0,88.0,15.0,12.0,35.0,30.0,35.0,augmentable
15-2051.00,Data Scientists,21836,Recommend data-driven solutions to key stakeholders.,Core,79.0,1,35.0,90.0,5.0,45.0,50.0,30.0,30.0,augmentable
15-2051.00,Data Scientists,21837,"Test, validate, and reformulate models to ensure accurate prediction of outcomes of interest.",Core,81.0,1,35.0,88.0,6.0,12.0,75.0,45.0,45.0,augmentable
15-2051.00,Data Scientists,21838,Write new functions or applications in programming languages to conduct analyses.,Core,65.0,1,55.0,95.0,2.0,15.0,50.0,40.0,45.0,augmentable
15-2051.01,Business Intelligence Analysts,16134,"Provide technical support for existing reports, dashboards, or other tools.",Core,74.0,1,55.0,90.0,10.0,40.0,40.0,28.0,30.0,largely_automatable
15-2051.01,Business Intelligence Analysts,16135,"Maintain library of model documents, templates, or other reusable knowledge assets.",Core,60.0,1,42.0,88.0,5.0,22.0,50.0,40.0,45.0,augmentable
15-2051.01,Business Intelligence Analysts,16136,"Identify or monitor current and potential customers, using business intelligence tools.",Core,62.0,1,62.0,85.0,0.0,15.0,50.0,30.0,30.0,largely_automatable
15-2051.01,Business Intelligence Analysts,16137,Create or review technical design documentation to ensure the accurate development of reporting solutions.,Core,59.0,1,40.0,88.0,5.0,35.0,42.0,52.0,55.0,augmentable
15-2051.01,Business Intelligence Analysts,16138,"Communicate with customers, competitors, suppliers, professional organizations, or others to stay abreast of industry or business trends.",Core,61.0,1,50.0,92.0,3.0,18.0,55.0,25.0,30.0,augmentable
15-2051.01,Business Intelligence Analysts,16139,"Maintain or update business intelligence tools, databases, dashboards, systems, or methods.",Core,84.0,1,72.0,80.0,3.0,10.0,20.0,30.0,35.0,largely_automatable
15-2051.01,Business Intelligence Analysts,16140,Manage timely flow of business intelligence information to users.,Core,80.0,1,25.0,85.0,8.0,40.0,45.0,35.0,35.0,augmentable
15-2051.01,Business Intelligence Analysts,16141,Identify and analyze industry or geographic trends with business strategy implications.,Core,72.0,1,62.0,85.0,0.0,15.0,50.0,30.0,30.0,largely_automatable
15-2051.01,Business Intelligence Analysts,16142,"Document specifications for business intelligence or information technology reports, dashboards, or other outputs.",Core,68.0,2,35.0,86.5,9.0,30.0,37.5,40.0,37.5,augmentable
15-2051.01,Business Intelligence Analysts,16143,"Disseminate information regarding tools, reports, or metadata enhancements.",Core,66.0,1,55.0,85.0,10.0,40.0,30.0,35.0,30.0,largely_automatable
15-2051.01,Business Intelligence Analysts,16144,"Create business intelligence tools or systems, including design of related databases, spreadsheets, or outputs.",Core,68.0,1,62.0,88.0,3.0,15.0,25.0,25.0,35.0,largely_automatable
15-2051.01,Business Intelligence Analysts,16145,Conduct or coordinate tests to ensure that intelligence is consistent with defined needs.,Core,66.0,1,55.0,80.0,10.0,50.0,40.0,15.0,20.0,augmentable
15-2051.01,Business Intelligence Analysts,16146,"Collect business intelligence data from available industry reports, public information, field reports, or purchased sources.",Core,67.0,1,62.0,85.0,0.0,15.0,50.0,30.0,30.0,largely_automatable
15-2051.01,Business Intelligence Analysts,16147,Analyze technology trends to identify markets for future product development or to improve sales of existing products.,Core,56.0,1,62.0,85.0,0.0,15.0,50.0,30.0,30.0,largely_automatable
15-2051.01,Business Intelligence Analysts,16148,"Analyze competitive market strategies through analysis of related product, market, or share trends.",Core,65.0,1,62.0,85.0,0.0,15.0,50.0,30.0,30.0,largely_automatable
15-2051.01,Business Intelligence Analysts,16149,Synthesize current business intelligence or trend data to support recommendations for action.,Core,65.0,1,62.0,85.0,0.0,15.0,50.0,30.0,30.0,largely_automatable
15-2051.01,Business Intelligence Analysts,16150,"Generate standard or custom reports summarizing business, financial, or economic data for review by executives, managers, clients, and other stakeholders.",Core,91.0,1,45.0,92.0,2.0,15.0,50.0,50.0,40.0,augmentable
15-2051.02,Clinical Data Managers,16266,Read technical literature and participate in continuing education or professional associations to maintain awareness of current database technology and best practices.,Core,56.0,1,50.0,92.0,3.0,18.0,55.0,25.0,30.0,augmentable
15-2051.02,Clinical Data Managers,16267,"Provide support and information to functional areas such as marketing, clinical monitoring, and medical affairs.",Supplemental,46.0,1,50.0,85.0,8.0,45.0,30.0,30.0,30.0,augmentable
15-2051.02,Clinical Data Managers,16268,Prepare appropriate formatting to data sets as requested.,Core,75.0,1,58.0,90.0,3.0,10.0,40.0,30.0,40.0,augmentable
15-2051.02,Clinical Data Managers,16269,"Evaluate processes and technologies, and suggest revisions to increase productivity and efficiency.",Core,68.0,2,34.0,86.5,10.0,35.0,60.0,40.0,42.5,augmentable
15-2051.02,Clinical Data Managers,16270,Develop technical specifications for data management programming and communicate needs to information technology staff.,Core,66.0,2,40.0,83.5,7.0,40.0,39.0,44.0,41.0,augmentable
15-2051.02,Clinical Data Managers,16271,Develop or select specific software programs for various research scenarios.,Supplemental,54.0,1,32.0,85.0,5.0,40.0,68.0,45.0,50.0,augmentable
15-2051.02,Clinical Data Managers,16272,"Contribute to the compilation, organization, and production of protocols, clinical study reports, regulatory submissions, or other controlled documentation.",Core,61.0,1,58.0,85.0,10.0,15.0,30.0,45.0,40.0,largely_automatable
15-2051.02,Clinical Data Managers,16273,"Write work instruction manuals, data capture guidelines, or standard operating procedures.",Core,65.0,2,49.5,88.0,12.0,16.0,30.0,43.5,42.5,augmentable
15-2051.02,Clinical Data Managers,16274,"Track the flow of work forms, including in-house data flow or electronic forms transfer.",Core,61.0,1,32.0,62.0,55.0,15.0,35.0,20.0,30.0,augmentable
15-2051.02,Clinical Data Managers,16275,Train staff on technical procedures or software program usage.,Core,54.0,1,65.0,92.0,8.0,45.0,20.0,15.0,15.0,largely_automatable
15-2051.02,Clinical Data Managers,16276,Supervise the work of data management project staff.,Core,61.0,1,10.0,45.0,12.0,82.0,58.0,78.0,55.0,human_anchored
15-2051.02,Clinical Data Managers,16277,"Prepare data analysis listings and activity, performance, or progress reports.",Core,74.0,1,45.0,92.0,2.0,15.0,50.0,50.0,40.0,augmentable
15-2051.02,Clinical Data Managers,16278,"Perform quality control audits to ensure accuracy, completeness, or proper usage of clinical systems and data.",Core,68.0,1,55.0,80.0,5.0,10.0,50.0,35.0,40.0,augmentable
15-2051.02,Clinical Data Managers,16279,Monitor work productivity or quality to ensure compliance with standard operating procedures.,Core,76.0,1,30.0,60.0,45.0,38.0,50.0,72.0,62.0,resistant
15-2051.02,Clinical Data Managers,16280,"Generate data queries, based on validation checks or errors and omissions identified during data entry, to resolve identified problems.",Core,83.0,1,48.0,85.0,10.0,25.0,62.0,40.0,45.0,augmentable
15-2051.02,Clinical Data Managers,16281,"Design and validate clinical databases, including designing or testing logic checks.",Core,88.0,2,58.5,84.0,4.0,12.5,37.5,30.0,37.5,augmentable
15-2051.02,Clinical Data Managers,16282,"Confer with end users to define or implement clinical system requirements such as data release formats, delivery schedules, and testing protocols.",Core,70.0,1,20.0,72.0,15.0,78.0,58.0,45.0,50.0,augmentable
15-2051.02,Clinical Data Managers,16283,Analyze clinical data using appropriate statistical tools.,Core,68.0,1,40.0,82.0,5.0,15.0,60.0,70.0,65.0,augmentable
15-2051.02,Clinical Data Managers,16284,"Process clinical data, including receipt, entry, verification, or filing of information.",Core,84.0,2,56.5,85.0,4.0,10.0,45.0,32.5,40.0,augmentable
15-2051.02,Clinical Data Managers,16285,"Develop project-specific data management plans that address areas such as coding, reporting, or transfer of data, database locks, and work flow processes.",Core,82.0,1,30.0,82.0,6.0,35.0,48.0,58.0,52.0,augmentable
15-2051.02,Clinical Data Managers,16286,"Design forms for receiving, processing, or tracking data.",Core,74.0,1,40.0,85.0,8.0,25.0,38.0,42.0,40.0,augmentable
15-2099.01,Bioinformatics Technicians,17706,"Develop or maintain applications that process biologically based data into searchable databases for purposes of analysis, calculation, or presentation.",Supplemental,76.0,1,40.0,90.0,5.0,25.0,45.0,40.0,45.0,augmentable
15-2099.01,Bioinformatics Technicians,17707,"Enter or retrieve information from structural databases, protein sequence motif databases, mutation databases, genomic databases or gene expression databases.",Supplemental,69.0,2,78.5,87.5,8.5,8.0,18.5,20.0,25.0,largely_automatable
15-2099.01,Bioinformatics Technicians,17708,"Monitor database performance and perform any necessary maintenance, upgrades, or repairs.",Core,63.0,2,52.0,73.5,26.5,16.5,36.5,34.0,42.5,largely_automatable
15-2099.01,Bioinformatics Technicians,17709,"Analyze or manipulate bioinformatics data using software packages, statistical applications, or data mining techniques.",Core,72.0,1,48.0,88.0,5.0,15.0,58.0,40.0,40.0,augmentable
15-2099.01,Bioinformatics Technicians,17710,"Confer with researchers, clinicians, or information technology staff to determine data needs and programming requirements and to provide assistance with database-related research activities.",Core,74.0,1,20.0,45.0,25.0,85.0,35.0,30.0,30.0,resistant
15-2099.01,Bioinformatics Technicians,17711,Create data management or error-checking procedures and user manuals.,Core,55.0,1,32.0,84.0,6.0,30.0,52.0,52.0,50.0,augmentable
15-2099.01,Bioinformatics Technicians,17712,Design or implement web-based tools for querying large-scale biological databases.,Supplemental,,1,40.0,90.0,5.0,25.0,45.0,40.0,45.0,augmentable
15-2099.01,Bioinformatics Technicians,17713,Develop or apply data mining and machine learning algorithms.,Supplemental,67.0,1,32.0,84.0,6.0,30.0,52.0,52.0,50.0,augmentable
15-2099.01,Bioinformatics Technicians,17714,"Document all database changes, modifications, or problems.",Core,64.0,1,58.0,75.0,12.0,12.0,22.0,45.0,38.0,largely_automatable
15-2099.01,Bioinformatics Technicians,17715,"Extend existing software programs, web-based interactive tools, or database queries as sequence management and analysis needs evolve.",Supplemental,64.0,1,40.0,90.0,5.0,25.0,45.0,40.0,45.0,augmentable
