onet_soc_code,title,stem_occupation_types,field,job_zone,total_employment,employment_share,n_tasks,scenario,efficiency,removal_risk,risk_at_stake,reconstitution,training_depth,depth_source,scarcity,isolation,octant,severity,severity_label,trap_score,erosion_risk,willingness_gap
19-2043.00,Hydrologists,"Research, Development, Design, and Practitioners","Life, Physical, and Social Science",4,5850.0,5850.0,25,modest,47.3,53.6,50.8,76.3,75.0,job_zone,76.1,79.8,Protect,2,High,19.3,8.6,33.5
19-2041.01,Climate Change Policy Analysts,"Research, Development, Design, and Practitioners","Life, Physical, and Social Science",5,89250.0,22312.5,14,modest,60.2,52.9,51.7,60.4,64.5,education,43.5,75.6,Strategic trap,3,Critical,19.2,31.5,49.3
19-3039.02,Neuropsychologists,"Research, Development, Design, and Practitioners","Life, Physical, and Social Science",5,18820.0,9410.0,14,modest,36.1,65.1,63.3,81.6,97.5,education,62.1,70.9,Protect,2,High,19.2,16.8,43.0
29-1241.00,"Ophthalmologists, Except Pediatric","Research, Development, Design, and Practitioners",Healthcare Practitioners and Technical,5,8950.0,8950.0,18,modest,32.2,80.2,78.7,74.2,79.6,education,71.0,65.7,Protect,2,High,19.2,20.3,41.4
29-1221.00,"Pediatricians, General","Research, Development, Design, and Practitioners",Healthcare Practitioners and Technical,5,39390.0,39390.0,17,modest,31.8,77.3,73.3,78.2,96.6,education,53.2,69.8,Protect,2,High,19.2,19.0,44.3
29-1229.06,Sports Medicine Physicians,"Research, Development, Design, and Practitioners",Healthcare Practitioners and Technical,5,342720.0,57120.0,27,modest,39.0,71.8,69.4,68.2,92.2,education,27.4,69.4,Protect,2,High,19.1,23.7,45.0
15-1299.02,Geographic Information Systems Technologists and Technicians,"Research, Development, Design, and Practitioners; Technologists and Technicians",Computer and Mathematical,4,435370.0,48374.444444444445,29,modest,89.2,36.0,34.8,58.9,75.0,job_zone,24.5,70.4,Guard the pipeline,2,High,18.9,25.8,32.1
15-1243.00,Database Architects,"Research, Development, Design, and Practitioners",Computer and Mathematical,4,67140.0,33570.0,25,modest,85.8,41.9,41.5,52.3,47.6,education,46.9,72.3,Guard the pipeline,2,High,18.8,26.1,36.4
19-2041.03,Industrial Ecologists,"Research, Development, Design, and Practitioners","Life, Physical, and Social Science",5,89250.0,22312.5,38,modest,58.9,54.2,52.9,58.9,59.9,education,43.5,79.5,Strategic trap,3,Critical,18.8,23.9,48.4
29-1229.01,Allergists and Immunologists,"Research, Development, Design, and Practitioners",Healthcare Practitioners and Technical,5,342720.0,57120.0,16,modest,37.4,80.3,79.9,62.7,81.7,education,27.4,68.0,Protect,2,High,18.8,31.6,51.0
17-2031.00,Bioengineers and Biomedical Engineers,"Research, Development, Design, and Practitioners",Architecture and Engineering,4,23480.0,23480.0,30,modest,54.6,54.0,48.6,63.5,61.5,education,59.4,74.8,Strategic trap,3,Critical,18.7,20.0,44.5
25-1053.00,"Environmental Science Teachers, Postsecondary",Postsecondary Teaching,Postsecondary Teaching,5,6690.0,6690.0,25,modest,61.6,44.2,41.6,68.2,85.1,education,74.4,16.5,Guard the pipeline,2,High,18.6,23.2,40.5
17-2161.00,Nuclear Engineers,"Research, Development, Design, and Practitioners",Architecture and Engineering,4,15280.0,15280.0,20,modest,52.4,59.2,52.2,59.7,49.1,education,64.6,78.9,Strategic trap,3,Critical,18.5,15.4,36.9
19-4044.00,Hydrologic Technicians,Technologists and Technicians,"Life, Physical, and Social Science",3,2840.0,2840.0,16,modest,56.2,48.9,51.0,66.7,50.0,job_zone,84.7,81.2,Guard the pipeline,2,High,18.3,2.5,24.0
15-1299.03,Document Management Specialists,"Research, Development, Design, and Practitioners; Technologists and Technicians",Computer and Mathematical,4,435370.0,48374.444444444445,23,modest,91.0,43.3,41.6,46.2,46.2,education,24.5,78.6,Clear win,0,Low,18.2,29.1,35.0
15-2051.02,Clinical Data Managers,"Research, Development, Design, and Practitioners",Computer and Mathematical,4,262440.0,87480.0,21,modest,86.6,43.5,42.0,47.8,46.5,education,30.6,77.0,Clear win,0,Low,18.0,25.5,38.0
17-2199.03,"Energy Engineers, Except Wind and Solar","Research, Development, Design, and Practitioners",Architecture and Engineering,4,154070.0,19258.75,21,modest,55.3,49.7,42.0,65.0,75.0,job_zone,36.9,82.3,Guard the pipeline,2,High,17.9,14.5,28.7
29-1171.00,Nurse Practitioners,"Research, Development, Design, and Practitioners",Healthcare Practitioners and Technical,5,323040.0,323040.0,27,modest,40.9,77.3,74.6,56.5,68.6,education,28.1,68.7,Protect,2,High,17.9,25.6,46.9
29-9021.00,Health Information Technologists and Medical Registrars,"Research, Development, Design, and Practitioners; Technologists and Technicians",Healthcare Practitioners and Technical,3,38100.0,38100.0,16,modest,59.4,51.7,46.0,58.1,50.0,job_zone,53.6,85.1,Strategic trap,3,Critical,17.8,19.9,33.3
19-1042.00,"Medical Scientists, Except Epidemiologists","Research, Development, Design, and Practitioners","Life, Physical, and Social Science",5,172340.0,172340.0,14,modest,46.2,59.1,60.3,65.3,78.6,education,35.6,76.7,Protect,2,High,17.8,13.2,39.2
25-1061.00,"Anthropology and Archeology Teachers, Postsecondary",Postsecondary Teaching,Postsecondary Teaching,5,5240.0,5240.0,27,modest,58.9,44.8,42.0,67.0,77.6,education,77.4,24.7,Guard the pipeline,2,High,17.7,21.7,40.9
19-1023.00,Zoologists and Wildlife Biologists,"Research, Development, Design, and Practitioners","Life, Physical, and Social Science",4,18120.0,18120.0,14,modest,45.7,53.3,53.6,72.5,75.0,job_zone,62.5,81.4,Protect,2,High,17.7,7.7,33.0
19-3022.00,Survey Researchers,"Research, Development, Design, and Practitioners","Life, Physical, and Social Science",5,8290.0,8290.0,16,modest,58.8,46.0,44.2,65.1,55.6,education,71.9,78.4,Guard the pipeline,2,High,17.6,19.1,37.8
19-1029.04,Biologists,"Research, Development, Design, and Practitioners","Life, Physical, and Social Science",5,55850.0,13962.5,22,modest,52.7,52.2,51.3,64.1,66.3,education,49.1,80.9,Strategic trap,3,Critical,17.6,14.3,40.5
19-2042.00,"Geoscientists, Except Hydrologists and Geographers","Research, Development, Design, and Practitioners","Life, Physical, and Social Science",4,23470.0,23470.0,32,modest,53.2,52.6,50.3,62.8,57.0,education,59.4,82.2,Strategic trap,3,Critical,17.6,8.8,32.7
15-1211.01,Health Informatics Specialists,"Research, Development, Design, and Practitioners",Computer and Mathematical,5,519530.0,259765.0,17,modest,76.5,46.7,44.3,49.1,56.0,education,22.4,71.8,Clear win,0,Low,17.5,29.5,43.0
25-1066.00,"Psychology Teachers, Postsecondary",Postsecondary Teaching,Postsecondary Teaching,5,41530.0,41530.0,29,modest,59.3,46.1,41.7,63.9,85.9,education,52.6,25.9,Guard the pipeline,2,High,17.5,21.5,40.2
29-1242.00,"Orthopedic Surgeons, Except Pediatric","Research, Development, Design, and Practitioners",Healthcare Practitioners and Technical,5,14100.0,14100.0,15,modest,26.7,78.9,75.9,83.3,100.0,job_zone,65.5,68.4,Protect,2,High,17.5,12.9,35.0
25-1064.00,"Geography Teachers, Postsecondary",Postsecondary Teaching,Postsecondary Teaching,5,3330.0,3330.0,25,modest,58.1,43.3,40.2,69.1,81.0,education,82.8,19.0,Guard the pipeline,2,High,17.4,20.7,38.3
19-1029.03,Geneticists,"Research, Development, Design, and Practitioners","Life, Physical, and Social Science",5,55850.0,13962.5,24,modest,50.3,49.5,47.8,69.9,79.4,education,49.1,77.4,Guard the pipeline,2,High,17.4,9.2,38.2
15-2051.01,Business Intelligence Analysts,"Research, Development, Design, and Practitioners",Computer and Mathematical,4,262440.0,87480.0,17,modest,100.0,35.2,35.2,49.0,49.3,education,30.6,75.8,Clear win,0,Low,17.2,27.6,32.9
17-2111.00,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors","Research, Development, Design, and Practitioners",Architecture and Engineering,4,21450.0,10725.0,27,modest,35.9,66.4,60.1,72.2,75.0,job_zone,60.5,82.9,Protect,2,High,17.2,11.5,39.8
29-1128.00,Exercise Physiologists,"Research, Development, Design, and Practitioners",Healthcare Practitioners and Technical,4,8560.0,8560.0,25,modest,34.5,66.4,61.9,75.1,75.0,job_zone,71.5,80.5,Protect,2,High,17.2,6.6,31.3
29-1127.00,Speech-Language Pathologists,"Research, Development, Design, and Practitioners",Healthcare Practitioners and Technical,5,183390.0,183390.0,23,modest,42.0,71.1,69.7,57.3,62.4,education,34.9,78.1,Protect,2,High,17.1,19.8,44.1
25-1063.00,"Economics Teachers, Postsecondary",Postsecondary Teaching,Postsecondary Teaching,5,11560.0,11560.0,22,modest,62.5,42.5,39.9,64.1,80.6,education,67.9,17.1,Guard the pipeline,2,High,17.0,22.3,39.6
25-1065.00,"Political Science Teachers, Postsecondary",Postsecondary Teaching,Postsecondary Teaching,5,16970.0,16970.0,22,modest,61.9,42.6,40.1,64.3,83.8,education,63.3,17.1,Guard the pipeline,2,High,17.0,22.0,39.5
29-1081.00,Podiatrists,"Research, Development, Design, and Practitioners",Healthcare Practitioners and Technical,5,9680.0,9680.0,11,modest,28.0,76.4,71.7,79.5,88.1,education,70.0,72.0,Protect,2,High,17.0,13.6,38.2
15-1212.00,Information Security Analysts,"Research, Development, Design, and Practitioners",Computer and Mathematical,4,190650.0,190650.0,11,modest,67.7,53.1,49.4,47.0,44.3,education,34.4,72.5,Reversible gamble,1,Moderate,16.9,28.8,34.2
29-2072.00,Medical Records Specialists,Technologists and Technicians,Healthcare Practitioners and Technical,3,194720.0,194720.0,16,modest,64.4,51.1,45.0,51.5,50.0,job_zone,34.1,81.3,Strategic trap,3,Critical,16.9,21.8,28.6
25-1041.00,"Agricultural Sciences Teachers, Postsecondary",Postsecondary Teaching,Postsecondary Teaching,5,8920.0,8920.0,23,modest,58.4,43.6,40.2,66.3,84.1,education,71.0,14.8,Guard the pipeline,2,High,16.9,21.6,39.9
15-1242.00,Database Administrators,"Research, Development, Design, and Practitioners",Computer and Mathematical,4,69990.0,69990.0,18,modest,81.0,40.5,37.8,51.3,45.7,education,46.4,72.4,Guard the pipeline,2,High,16.8,25.6,29.6
19-3051.00,Urban and Regional Planners,"Research, Development, Design, and Practitioners","Life, Physical, and Social Science",5,44230.0,44230.0,25,modest,53.8,51.8,49.1,59.8,56.0,education,51.9,81.1,Strategic trap,3,Critical,16.7,24.4,43.0
19-3033.00,Clinical and Counseling Psychologists,"Research, Development, Design, and Practitioners","Life, Physical, and Social Science",5,75990.0,75990.0,30,modest,34.7,64.8,55.8,74.3,90.2,education,45.4,77.9,Protect,2,High,16.7,19.9,39.8
29-1161.00,Nurse Midwives,"Research, Development, Design, and Practitioners",Healthcare Practitioners and Technical,5,7920.0,7920.0,21,modest,32.8,76.0,74.1,66.8,62.5,education,72.4,69.0,Protect,2,High,16.7,17.0,40.2
19-2032.00,Materials Scientists,"Research, Development, Design, and Practitioners","Life, Physical, and Social Science",4,8470.0,8470.0,16,modest,52.3,48.8,46.8,65.1,55.3,education,71.6,79.8,Guard the pipeline,2,High,16.6,7.5,30.0
19-2041.02,Environmental Restoration Planners,"Research, Development, Design, and Practitioners","Life, Physical, and Social Science",5,89250.0,22312.5,23,modest,52.6,57.6,55.7,54.9,53.1,education,43.5,76.3,Strategic trap,3,Critical,16.6,18.2,44.9
25-1062.00,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",Postsecondary Teaching,Postsecondary Teaching,5,11300.0,11300.0,23,modest,61.1,42.8,40.3,63.0,77.4,education,68.2,19.0,Guard the pipeline,2,High,16.5,22.1,40.0
17-2051.02,Water/Wastewater Engineers,"Research, Development, Design, and Practitioners",Architecture and Engineering,4,367840.0,122613.33333333333,28,modest,54.8,61.1,58.8,49.3,51.5,education,26.5,78.2,Reversible gamble,1,Moderate,16.5,21.4,41.5
25-1067.00,"Sociology Teachers, Postsecondary",Postsecondary Teaching,Postsecondary Teaching,5,11850.0,11850.0,24,modest,59.1,43.4,40.4,63.7,79.3,education,67.6,18.9,Guard the pipeline,2,High,16.3,21.5,39.7
29-1031.00,Dietitians and Nutritionists,"Research, Development, Design, and Practitioners",Healthcare Practitioners and Technical,5,77570.0,77570.0,28,modest,43.9,64.7,60.6,57.5,54.9,education,45.1,82.7,Protect,2,High,16.3,20.9,41.6
25-1054.00,"Physics Teachers, Postsecondary",Postsecondary Teaching,Postsecondary Teaching,5,13090.0,13090.0,24,modest,57.5,43.8,40.4,64.4,82.0,education,66.4,17.6,Guard the pipeline,2,High,16.2,19.2,38.1
25-1032.00,"Engineering Teachers, Postsecondary",Postsecondary Teaching,Postsecondary Teaching,5,40270.0,40270.0,24,modest,61.1,43.0,39.5,61.2,82.9,education,53.0,19.1,Guard the pipeline,2,High,16.1,22.2,39.1
15-1221.00,Computer and Information Research Scientists,"Research, Development, Design, and Practitioners",Computer and Mathematical,5,37200.0,37200.0,15,modest,51.1,50.8,50.7,62.1,61.8,education,53.9,75.4,Strategic trap,3,Critical,16.1,21.5,41.2
15-1251.00,Computer Programmers,"Research, Development, Design, and Practitioners",Computer and Mathematical,4,92230.0,92230.0,17,modest,81.6,39.4,37.7,49.9,44.4,education,43.1,73.7,Clear win,0,Low,16.0,23.7,32.1
25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",Postsecondary Teaching,Postsecondary Teaching,5,9900.0,9900.0,26,modest,60.9,42.6,39.7,61.7,74.3,education,69.8,18.0,Guard the pipeline,2,High,16.0,21.8,38.9
25-1031.00,"Architecture Teachers, Postsecondary",Postsecondary Teaching,Postsecondary Teaching,5,7700.0,7700.0,22,modest,61.6,43.0,40.3,60.3,69.8,education,72.8,17.6,Guard the pipeline,2,High,16.0,22.5,39.5
19-1011.00,Animal Scientists,"Research, Development, Design, and Practitioners","Life, Physical, and Social Science",5,3100.0,3100.0,9,modest,46.6,46.5,45.6,74.0,71.6,education,83.6,65.8,Quiet attrition,1,Moderate,16.0,7.6,43.1
17-2151.00,"Mining and Geological Engineers, Including Mining Safety Engineers","Research, Development, Design, and Practitioners",Architecture and Engineering,4,6080.0,6080.0,18,modest,47.1,54.7,46.7,62.0,47.7,education,75.6,77.3,Protect,2,High,16.0,13.3,33.6
29-1071.00,Physician Assistants,"Research, Development, Design, and Practitioners",Healthcare Practitioners and Technical,5,162150.0,81075.0,12,modest,37.0,77.0,73.9,56.0,62.8,education,36.3,68.8,Protect,2,High,16.0,19.7,38.7
19-1021.00,Biochemists and Biophysicists,"Research, Development, Design, and Practitioners","Life, Physical, and Social Science",5,33830.0,33830.0,24,modest,43.2,51.8,51.0,71.2,80.4,education,55.1,72.2,Protect,2,High,15.9,0.0,34.7
11-9121.00,Natural Sciences Managers,Managerial,Managerial,5,108690.0,36230.0,16,modest,48.6,54.4,52.4,59.6,67.1,education,41.1,68.4,Protect,2,High,15.8,22.0,41.0
19-1031.03,Park Naturalists,"Research, Development, Design, and Practitioners","Life, Physical, and Social Science",4,25950.0,8650.0,20,modest,53.2,40.9,35.2,72.6,75.0,job_zone,58.2,88.1,Guard the pipeline,2,High,15.8,0.0,22.1
19-4061.00,Social Science Research Assistants,Technologists and Technicians,"Life, Physical, and Social Science",4,30640.0,30640.0,22,modest,59.2,45.6,47.4,58.2,50.4,education,56.3,80.4,Guard the pipeline,2,High,15.7,19.7,32.8
25-1042.00,"Biological Science Teachers, Postsecondary",Postsecondary Teaching,Postsecondary Teaching,5,50190.0,50190.0,27,modest,57.7,43.5,40.8,62.7,87.1,education,50.3,20.5,Guard the pipeline,2,High,15.7,19.7,39.7
17-2041.00,Chemical Engineers,"Research, Development, Design, and Practitioners",Architecture and Engineering,4,21070.0,21070.0,14,modest,46.6,58.7,57.2,57.4,47.5,education,60.7,77.4,Protect,2,High,15.7,13.3,39.5
17-2199.07,Photonics Engineers,"Research, Development, Design, and Practitioners",Architecture and Engineering,4,154070.0,19258.75,26,modest,55.7,52.7,50.8,53.0,53.1,education,36.9,77.1,Strategic trap,3,Critical,15.6,10.4,33.1
19-2041.00,"Environmental Scientists and Specialists, Including Health","Research, Development, Design, and Practitioners","Life, Physical, and Social Science",4,89250.0,22312.5,22,modest,52.6,59.0,57.5,50.3,44.1,education,43.5,76.2,Strategic trap,3,Critical,15.6,22.4,44.7
25-1052.00,"Chemistry Teachers, Postsecondary",Postsecondary Teaching,Postsecondary Teaching,5,19980.0,19980.0,28,modest,54.2,44.8,41.7,62.6,78.5,education,61.4,24.4,Guard the pipeline,2,High,15.2,18.5,37.2
29-1125.00,Recreational Therapists,"Research, Development, Design, and Practitioners",Healthcare Practitioners and Technical,4,14930.0,14930.0,11,modest,36.2,72.9,71.9,57.7,47.0,education,64.8,73.6,Protect,2,High,15.2,25.0,45.6
17-2061.00,Computer Hardware Engineers,"Research, Development, Design, and Practitioners",Architecture and Engineering,4,76660.0,76660.0,18,modest,53.2,51.0,48.6,55.7,53.8,education,45.3,75.9,Strategic trap,3,Critical,15.1,12.6,34.1
11-9121.02,Water Resource Specialists,Managerial,Managerial,4,108690.0,36230.0,21,modest,49.7,54.4,53.0,55.7,53.8,education,41.1,82.5,Protect,2,High,15.1,16.1,36.9
29-1123.00,Physical Therapists,"Research, Development, Design, and Practitioners",Healthcare Practitioners and Technical,5,267330.0,267330.0,24,modest,36.3,71.3,68.3,58.5,69.2,education,30.3,73.9,Protect,2,High,15.1,19.4,38.9
29-1122.01,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists","Research, Development, Design, and Practitioners",Healthcare Practitioners and Technical,5,162450.0,81225.0,21,modest,38.0,72.0,71.3,55.0,57.5,education,36.3,76.9,Protect,2,High,15.0,11.3,42.3
29-2099.08,Patient Representatives,Technologists and Technicians,Healthcare Practitioners and Technical,3,182610.0,60870.0,13,modest,75.1,38.7,36.8,51.3,50.0,job_zone,34.9,79.2,Guard the pipeline,2,High,14.9,14.8,33.9
25-1022.00,"Mathematical Science Teachers, Postsecondary",Postsecondary Teaching,Postsecondary Teaching,5,47670.0,47670.0,23,modest,61.2,43.3,40.9,56.3,72.5,education,51.0,23.9,Guard the pipeline,2,High,14.9,22.1,37.6
11-9041.00,Architectural and Engineering Managers,Managerial,Managerial,5,220260.0,110130.0,19,modest,47.0,60.0,57.7,52.9,57.1,education,32.7,72.7,Protect,2,High,14.9,22.1,41.7
29-1011.00,Chiropractors,"Research, Development, Design, and Practitioners",Healthcare Practitioners and Technical,5,39630.0,39630.0,13,modest,31.2,68.4,70.0,69.8,77.4,education,53.2,75.7,Protect,2,High,14.9,14.0,32.0
15-1254.00,Web Developers,"Research, Development, Design, and Practitioners",Computer and Mathematical,3,70190.0,70190.0,29,modest,81.3,39.7,37.6,45.8,34.8,education,46.3,72.7,Clear win,0,Low,14.8,23.7,31.2
19-3034.00,School Psychologists,"Research, Development, Design, and Practitioners","Life, Physical, and Social Science",5,63940.0,63940.0,19,modest,42.7,53.4,51.2,64.3,69.2,education,47.5,77.5,Protect,2,High,14.7,18.6,39.8
19-1013.00,Soil and Plant Scientists,"Research, Development, Design, and Practitioners","Life, Physical, and Social Science",5,15730.0,15730.0,27,modest,42.3,52.5,50.3,66.0,61.5,education,64.2,79.9,Protect,2,High,14.7,4.7,41.3
15-1299.07,Blockchain Engineers,"Research, Development, Design, and Practitioners; Technologists and Technicians",Computer and Mathematical,4,435370.0,48374.444444444445,17,modest,64.0,50.3,48.6,45.5,45.9,education,24.5,76.0,Reversible gamble,1,Moderate,14.6,25.0,35.6
